title,lat,lng,rating_overall,reviews_count,rating_accuracy,rating_cleanliness,rating_value,rating_location,nightly_price,has_rating,bedrooms,bathrooms,description_length,has_wifi,has_pool,has_pyramid_view
Luxurious 3 bedrooms with Private Sauna & Jacuzzi,30.0928,31.32529,4.78,18.0,4.78,4.78,4.78,4.72,243.53,True,3,3.0,76,False,True,False
Maryse Unique Studio,30.0459,31.2402,4.76,37.0,4.89,4.62,4.84,4.78,33.49,True,1,1.0,52,False,False,False
Unknown,30.03932,31.04611,5.0,2.0,5.0,5.0,5.0,5.0,231.12,True,7,6.0,1,False,False,False
Taskeen 2 · Nile-View 3 Master Bedrooms · Zamalek,30.0654,31.2158,4.91,23.0,4.91,4.87,4.83,4.96,223.39,True,3,3.5,214,False,False,True
Unknown,30.0283,31.218,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,285.53,False,3,3.0,1,False,False,False
Vivid & Spacious Apartment in Lush Cairo District,29.953787258105763,31.26325551829857,5.0,14.0,5.0,5.0,4.93,4.93,156.19,True,3,2.0,278,False,False,False
"NEW Luxurious apartment in Sodic EastTown
NewCairo",30.0105,31.5157,5.0,26.0,5.0,4.96,4.96,4.96,224.8,True,3,3.0,399,False,True,False
Taskeen 1 · 3 Bedrooms overlooking the Nile – Zamalek,30.0703,31.2193,5.0,15.0,4.93,5.0,4.93,5.0,224.33,True,3,2.0,356,True,False,False
"Zen stays, The Lux Nest 3BR Lakeview residence",30.02584,31.53706,5.0,15.0,5.0,4.93,4.93,5.0,216.84,True,3,2.5,101,False,False,False
Artistic Natural Retreat | Hot Tub & Pyramids,29.9768,31.142,4.88,26.0,4.81,4.77,4.85,5.0,81.02,True,1,1.0,422,True,True,False
Guest Favorite | Panoramic Nile View & Cafés,30.0241,31.2234,4.6,5.0,4.6,4.4,3.6,4.2,231.8,True,3,2.0,150,False,False,False
Villa with private pool,30.003204144128745,31.495318866904537,5.0,5.0,5.0,5.0,5.0,4.6,231.82,True,3,3.0,46,False,True,False
Sunny Hills - Central Cairo: Golf+Pool+Gym 3,30.0192,31.3145,4.83,23.0,4.83,4.52,4.78,4.74,239.6,True,3,2.5,312,False,True,False
"Hotel apartment for rent, first residence 
B10
View Mall",30.08564,31.64799,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,815.89,False,3,2.0,27,False,False,False
A Great Nile View Apartment - 4,30.01102,31.22318,4.8,54.0,4.72,4.72,4.63,4.67,228.31,True,3,2.0,74,True,False,False
Cozy Apartment 3BR | Adorable Nile View,30.0517,31.2081,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,312.0,False,3,3.0,69,False,False,False
Spacious 4BDR Apartment | Nile View,30.0517,31.2081,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,312.0,False,4,4.0,68,False,False,False
Villa view pool and private pool in sheikh zayed,30.07732,30.97951,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,270.28,False,5,4.0,170,True,True,False
Unknown,29.97477,31.14165,4.4,15.0,4.47,4.4,4.2,4.47,220.0,True,1,1.0,1,False,False,False
Queen Bedroom with the pyramids view,29.9853,31.1491,4.8,50.0,4.8,4.76,4.84,4.68,13.0,True,2,1.0,150,True,False,True
Old House Pyramids View | 1 minute for pyramids,29.975726122935104,31.14024380214633,5.0,3.0,5.0,5.0,5.0,5.0,26.4,True,1,1.0,175,True,False,False
Desert Window,29.98043,31.14551,4.8,44.0,4.75,4.68,4.89,4.5,22.15,True,1,1.0,54,False,False,False
Horus,29.978356808820266,31.144452173936816,4.71,28.0,4.79,4.79,4.75,4.64,20.14,True,1,1.0,213,False,False,True
4 BDRs Apt. Nile View - Prime Residence Arkadia,30.06834,31.22652,4.74,80.0,4.71,4.51,4.68,4.77,270.0,True,4,2.5,50,False,False,False
Imperial Pyramids View Hotel B&B Room 104,29.9842,31.146,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,34.1,False,1,1.0,60,True,False,False
Luxury Studio Near City Stars Jacuzzi | Prime Spot,30.06795,31.35313,5.0,9.0,5.0,4.89,5.0,4.78,58.54,True,1,1.0,272,True,False,False
Private room with breakfast 3,29.972890146776763,31.143739973250888,5.0,34.0,4.91,4.76,4.97,4.88,14.28,True,3,1.0,115,True,False,True
Zahraa Maadi,29.9669,31.3122,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,1.0,False,2,2.0,11,False,False,False
Cozy and warm room in the center of Cairo,30.033865226817024,31.241611758062792,4.97,68.0,4.97,4.94,4.96,4.81,23.42,True,3,1.0,77,True,False,False
Radiant Room No. 2 in Bayt Yakan Historic Cairo,30.03650249616993,31.257776254102534,4.91,56.0,4.89,4.95,4.88,4.7,51.52,True,3,1.0,335,False,False,False
Old House Pyramids View | 1 minute for pyramids,29.97692313397547,31.14088717847221,5.0,2.0,5.0,5.0,5.0,5.0,25.2,True,1,1.0,174,True,False,False
park Unit :Quiet & Cozy Maadi Escape,29.9624,31.2813,4.9,29.0,4.86,4.86,4.79,4.9,56.0,True,2,1.5,64,False,False,False
New Panoramic Nilefront 4BR • Boats & activities,30.018052518774635,31.22245273746757,4.43,7.0,4.57,4.14,4.43,4.57,317.0,True,4,2.0,279,True,False,False
"Cairo Citadel View | Downtown, Tahrir & Museum",30.0415,31.2412,5.0,61.0,4.98,4.95,4.97,4.9,41.21,True,1,1.0,77,False,False,False
Private Villa in Mountain View Compound,29.99609,31.55362,5.0,4.0,5.0,5.0,5.0,5.0,210.75,True,3,3.0,71,False,True,False
Unknown,29.9837,31.1507,5.0,4.0,5.0,5.0,5.0,4.75,52.1,True,3,2.0,1,False,False,False
Brassbell Sh. Zayed Aeon Towers 3BR Garden View,30.00881252281272,30.97042036264473,5.0,27.0,4.96,4.89,4.93,4.96,186.8,True,3,3.0,62,False,False,False
The Signature Suite • 2 MBRs w/ Pool access,30.048583228766503,31.47687992166198,4.81,21.0,4.81,4.95,4.67,4.81,193.89,True,2,2.5,71,False,True,False
Private room in Villa Layla,30.036,31.2352,5.0,22.0,5.0,5.0,4.91,4.91,67.0,True,1,1.0,88,False,False,False
Villa 60 Royal City Sheikh Zayed,30.04229995797668,31.031608608471057,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,450.53,False,6,4.0,12,False,False,False
Abu Ghaliaa | Luxe 4BR apt.W\Nile View,30.0221,31.2228,5.0,1.0,5.0,5.0,5.0,5.0,484.72,True,4,4.0,100,False,False,False
Aparthotel for rent on the Nile,30.01802,31.2165,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,439.06,False,3,4.0,27,True,False,False
Hotel apartment in Hilton Nile Maadi Residential Nile View,29.989,31.2293,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,520.59,False,3,4.0,57,False,False,False
"A 3-bedroom, 3-bathroom apartment",30.0678,31.2214,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,461.43,False,3,3.0,11,False,False,False
Brassbell l DT l Hannaux Studio | Tahrir sq,30.04712,31.23861,4.9,136.0,4.96,4.87,4.85,4.91,62.5,True,0,1.0,57,False,False,False
7 bedrooms luxury duplex 21 guests private entranc,30.00954,31.44128,5.0,1.0,5.0,5.0,5.0,5.0,435.55,True,7,4.0,23,False,False,False
Unknown,30.03629,31.02577,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,570.6,False,6,4.0,1,False,False,False
4 bedroom Nile view apartment,30.0523,31.2306,5.0,3.0,5.0,5.0,5.0,5.0,473.01,True,4,4.0,76,False,False,False
Limoncello Rooftop Jacuzzi Number FIVE Zamalek,30.0649,31.2167,5.0,37.0,5.0,4.89,4.81,4.97,468.33,True,2,2.0,175,True,True,False
Premium apartment,30.03379,31.4679,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,379.35,False,2,1.0,8,False,False,False
Four-bedroom villa for daily rent in Sheikh Zayed,30.07771,30.95669,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,396.91,False,4,3.0,55,True,True,False
Four Seasons Apartment Living,30.03653,31.22904,4.92,13.0,4.92,4.46,4.85,4.92,454.28,True,1,1.5,145,False,False,False
Serviced studio apartment-Villa Belle Epoque Hotel,29.9567,31.2649,5.0,3.0,5.0,5.0,5.0,5.0,386.37,True,1,1.0,51,True,False,False
Four Seasons Private 1BR | Nile View,30.03648,31.23017,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,475.35,False,1,1.5,479,True,True,False
Unknown,30.0678,31.2214,4.87,23.0,4.96,4.87,4.91,4.87,384.03,True,4,3.5,1,False,False,False
Luxury villa with pool in Allegria Golf compound,30.0677,30.9494,4.69,13.0,4.62,4.62,4.46,4.85,391.06,True,3,1.0,75,False,True,False
Luxury 3BR w/ Private Pool | Lake View New Cairo,30.0273,31.5365,5.0,3.0,5.0,5.0,4.33,4.67,386.37,True,3,2.5,69,False,True,False
Direct Nile View 5-master Suites Apartment,30.05082,31.23022,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,454.66,False,5,4.0,47,False,False,False
Rotana Jacuzzi Pyramids view,29.9842,31.1455,4.88,160.0,4.88,4.73,4.82,4.73,88.28,True,1,1.0,140,False,False,True
The Palace Residence with pool   11BR 7min to CFC,30.01525,31.42207,4.96,26.0,4.96,4.96,5.0,4.85,471.84,True,11,14.0,82,False,False,False
"Luxury mansion and stunning pool
+ Free breakfast",30.0131,31.45856,4.76,29.0,4.76,4.69,4.62,4.76,416.81,True,6,8.5,73,True,True,False
VIP Luxury apartment - Nile view,29.95692029938306,31.25091644906042,4.86,36.0,5.0,4.81,4.47,4.78,286.85,True,2,2.0,38,False,False,False
Family Sparkling 2BR Facing CityStar,30.07080676743854,31.345522528692573,5.0,9.0,5.0,5.0,5.0,5.0,130.94,True,2,1.0,109,False,False,False
"Zen stays, The Zen House, Lakeview residence 3BR",30.0269,31.53713,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,356.54,False,3,2.5,68,False,True,False
Villa for Rent -First Occupancy in Patio Al Zahraa,30.0781,30.9793,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,343.73,False,3,1.0,57,False,True,False
Unknown,30.0536,31.2184,4.95,61.0,4.93,4.93,4.87,4.97,119.42,True,1,1.0,1,False,False,False
Luxury hotel villa without a pool in the finest place in Zayed,30.07852,30.98005,5.0,1.0,5.0,5.0,5.0,5.0,342.36,True,4,4.0,97,False,True,False
Giza Pyramids View Inn Double Room with Jacuzzi,29.9748,31.1411,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,320.0,False,1,1.5,73,True,False,True
"Wonderful family Villa on a hill, 5 bedrooms.",30.07071,31.39978,4.64,11.0,4.64,4.27,4.82,4.55,289.19,True,0,6.0,62,False,True,False
Cleopatra,30.06701,31.22116,4.76,78.0,4.63,4.74,4.58,4.58,38.64,True,1,1.0,170,True,False,False
Unknown,30.004613282337324,31.09040057180262,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,341.0,False,3,3.0,1,False,False,False
K Cribs • Two Connected Apartments • 5BR • Zamalek,30.067,31.21752,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,357.39,False,5,3.0,50,False,False,False
Villa for rent in Sheikh,30.03853810325593,30.979788817668265,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,354.64,False,5,4.0,9,False,False,False
Penthouse facing Pyramids with Jacuzzi &breakfast,29.985,31.1441,4.95,38.0,4.89,4.95,4.92,4.76,79.45,True,2,2.0,690,False,True,True
Relaxing 3Bedroom Retreat in El Manial,30.0086,31.227,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,342.36,False,3,2.0,32,False,False,False
Two story old world villa,29.9581,31.2647,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,292.71,False,3,2.5,9,False,False,False
Mivida twin walking lake and CH,30.02487,31.47677,5.0,1.0,5.0,5.0,5.0,5.0,292.71,True,3,1.0,11,False,False,False
"Nasr City, Ahmed Fakhry Street, Al-Fursan Building, in front of the Inter",30.07055194175523,31.347831460871795,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,294.11,False,4,3.0,27,False,False,False
Horizon Pyramids View – Suite 203,29.9839,31.1457,5.0,2.0,5.0,5.0,5.0,5.0,279.88,True,1,1.0,211,True,False,False
نايل هاوس Nail House,30.0036,31.2269,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,280.51,False,4,5.0,62,False,False,True
Apartment on the Nile next to the Four Seasons Hotel,30.0202,31.2159,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,281.94,False,3,2.0,47,False,False,False
"VIP villa, 4 bedrooms, all master, with a swimming pool",30.06506,30.94653,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,469.21,False,4,5.0,36,False,True,False
"The Poolside Glass Haven Private,Heated, jacuzzi",30.0464,31.4495,4.97,38.0,4.97,4.97,4.92,4.95,217.77,True,3,1.0,78,False,True,False
Luxury Villa with Hotel Furniture without Pool,30.08000087248664,30.969951458242004,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,356.0,False,4,4.0,89,False,True,False
villa Private pool at Beverly Hills. Giza,30.06417181390873,30.947132232135637,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,366.07,False,4,4.0,64,False,True,False
Unknown,30.0451,31.2185,5.0,1.0,5.0,5.0,5.0,5.0,382.86,True,3,1.0,1,False,False,False
Modern Nile View Retreat in the Heart of Cairo,30.0195,31.2174,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,285.0,False,3,2.0,62,False,False,False
Plaza Signature Nile Residence | 1 BDR,30.03528,31.23049,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,475.35,False,1,1.5,483,True,True,False
Villa with a private swimming pool in Beverly Hills Sheikh Zayed Compound,30.0702,30.9456,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,352.65,False,4,4.0,14,False,False,False
Unknown,30.06480015664178,31.219365020455776,5.0,1.0,5.0,5.0,3.0,5.0,233.0,True,0,1.0,1,False,False,False
Apartment with a direct view of Zamalek Nile | Quiet and comfortable,30.07210091993048,31.22207689092036,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,408.62,False,3,3.0,107,True,False,False
Spacious Apartment with Stunning Nile Views,30.031,31.2184,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,427.0,False,4,4.0,70,False,False,False
Zamalek Nile view prime location 5BR,30.0691,31.2218,4.92,50.0,4.86,4.78,4.76,4.98,306.8,True,5,3.0,76,False,False,False
Versace Suite By The Nile River,30.0292,31.21856,5.0,18.0,4.94,4.94,4.78,5.0,333.69,True,4,3.0,148,True,False,False
Beautiful Villa with Pool in Palm Hills near Arkan,30.00411543548008,31.0360628692996,4.8,5.0,4.8,4.8,4.8,4.8,319.87,True,3,2.5,92,False,True,False
Royal Villa with private pool,30.009,31.4776,5.0,10.0,5.0,5.0,5.0,5.0,355.93,True,2,1.0,92,False,True,False
"Special Villa in Palm Hills Sheikh Zayed 
 Family and youth",30.004455666141983,31.02799588111177,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,311.44,False,4,4.5,61,False,True,False
New Cairo Lake View Residence 4BR Penthouse + Pool,30.02234,31.53566,4.61,44.0,4.66,4.43,4.48,4.61,311.0,True,4,6.0,201,True,True,False
Nile-Front Elegance | Zamalek View and  Downtown,30.0519,31.2309,4.71,31.0,4.71,4.52,4.58,4.87,331.56,True,3,2.0,501,False,False,False
1BR Apart-Hotel Nile View | Holiday Inn Maadi,29.9608,31.2476,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,306.76,False,1,1.0,72,True,True,True
Maadi nile view,29.95625,31.25134,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,351.25,False,2,2.0,15,True,False,False
New Cairo Golf Estate Duplex with Golf View,30.071268459981336,31.434998662804635,4.67,9.0,4.89,4.56,4.67,4.89,273.0,True,2,3.0,185,True,False,False
Luxury Apt with Nile & Pyramid Views,29.96503255783915,31.24483843578972,5.0,3.0,5.0,5.0,5.0,4.67,329.42,True,5,4.5,340,False,False,True
8 Ensuite Bedrooms Private Villa ideal for groups,30.0356,31.4616,5.0,81.0,5.0,5.0,4.96,4.95,357.66,True,8,8.0,95,False,False,False
6BRs with private entrance -Three Sisters Villa,30.0122,31.443,4.86,22.0,4.82,4.91,4.82,4.77,317.29,True,6,3.0,9,False,False,False
"Boutique Hotel Villa Belle Epoque Extension, Maadi",29.95977,31.26315,4.68,59.0,4.56,4.83,4.42,4.53,333.69,True,10,8.0,100,False,False,False
Villa Beverly Hills Sheikh Zayed,30.063622486666528,30.942916336532992,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,365.3,False,4,5.0,9,False,False,False
"Al-Ahlam Villa, Eng. Mahmoud Khalid",29.97462,31.10982,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,351.25,False,4,3.0,79,True,True,False
Hotel apartment Hilton nile tower Maadi 3 bedroom,29.98728986534542,31.23055807634743,5.0,4.0,5.0,5.0,5.0,5.0,365.3,True,3,3.5,193,False,False,False
Unknown,29.9908,30.8897,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,399.65,False,4,4.0,1,False,False,False
The Palm Terrace Penthouse 3BR - 280 sqm,30.02074,31.49323,4.92,12.0,5.0,4.42,4.83,4.75,234.17,True,3,3.0,54,False,False,False
Nile Paradise,30.0169,31.21802,5.0,1.0,5.0,5.0,5.0,5.0,397.83,True,4,3.0,14,False,False,False
VESTA - Luxury APT - 4BR - CFC,30.033901490887654,31.40891117568753,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,350.0,False,4,2.0,327,True,False,False
Ismailia house - downtown Cairo,30.0445,31.2353,5.0,1.0,5.0,5.0,5.0,5.0,32.96,True,1,1.0,63,False,False,False
Boho 1006 gn,30.06225,31.2215,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,51.52,False,1,1.0,78,False,True,False
Luxury Pyramids City,29.9784,31.1457,4.83,6.0,4.83,5.0,5.0,5.0,18.73,True,1,1.0,9,False,False,False
Homey Room Downtown,30.03453,31.24063,4.97,36.0,4.94,4.92,4.92,4.83,19.67,True,3,1.0,198,False,False,False
Group luxury stay ffrom the GEM& Pyramids,29.988971783319325,31.130645203255646,4.96,23.0,4.96,4.91,4.91,4.74,346.12,True,5,6.0,254,False,False,False
Downtown Cairo Modern Vintage Stay,30.03498,31.23743,4.92,25.0,4.96,4.72,5.0,4.84,12.57,True,2,1.0,9,False,False,False
TAJ pyramids View Hotel Suite 301,29.9784,31.1463,5.0,2.0,5.0,5.0,5.0,5.0,29.27,True,1,1.0,63,False,False,True
Apartment on the Nile near Sheraton,30.044,31.2189,5.0,1.0,5.0,5.0,5.0,5.0,382.06,True,5,4.5,26,False,False,False
Private Room w/ Balcony | Downtown Cairo | Museum,30.04771,31.24209,4.77,141.0,4.79,4.8,4.74,4.83,21.54,True,1,1.0,523,True,False,False
The Lavish Sunshine,30.0584,31.2226,4.84,31.0,4.77,4.81,4.61,4.9,112.76,True,2,2.0,362,False,False,False
Desert Spirit,29.9795,31.1447,4.73,22.0,4.55,4.36,4.68,4.77,18.55,True,1,1.0,70,False,False,True
private jacuzzi & pyramids view at moonlight,29.9763,31.146,5.0,1.0,3.0,5.0,5.0,5.0,23.64,True,1,1.0,74,True,True,True
Dreamy maadi Khan,29.957045581333933,31.252021153215505,4.74,47.0,4.89,4.68,4.79,4.64,135.4,True,2,2.0,392,True,False,False
Photo gallery stay in Downtown Cairo - سراب Sarab,30.0383,31.2403,4.65,80.0,4.7,4.61,4.71,4.51,15.63,True,3,1.0,80,False,False,False
Unknown,30.059,31.2229,5.0,12.0,5.0,4.92,4.92,4.92,116.4,True,1,1.0,1,False,False,False
Apt 3 bedrooms-Nile view with delicious breakfast,29.9862,31.2299,5.0,2.0,5.0,5.0,5.0,5.0,351.25,True,3,3.5,148,True,False,False
Tranquil Prime Suite Palacio Pyramids with Hot Tub,29.97717,31.14225,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,196.2,False,2,1.0,21,False,False,True
Luxury apartment with pool view in mivida compound,30.0063,31.5357,4.5,4.0,4.5,4.0,4.25,5.0,252.9,True,3,3.0,46,False,True,False
فيلا داخل الجريا بيفرلي هيلز,30.0707,30.9472,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,257.58,False,4,4.0,6,False,False,False
the best Nile view in Zamalek,30.06616,31.2161,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,249.38,False,4,4.0,60,False,False,False
Al Saraya Apartment 4 Hotel Rooms Nile View,30.04208,31.21941,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,258.52,False,4,4.0,80,False,False,False
Villa in Beverly Hills Compound - Zayed,30.0626,30.9432,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,257.58,False,4,3.0,45,False,False,False
Arcadia 2 in front of Egypt Walkway,30.082748024941665,31.231879275502312,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,319.61,False,4,2.5,45,False,False,False
Luxury Villa in Mivida Perfect for Families,30.0035,31.5377,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,409.79,False,4,4.0,62,False,False,False
Family house,29.977,30.9935,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,268.12,False,3,3.0,39,False,False,False
Spacious apartment in mivida compound,30.008,31.534,5.0,1.0,5.0,5.0,5.0,5.0,301.92,True,3,3.0,51,False,True,False
"Fully furnished apartment in Zamalek for rent, overlooking the Nile",30.0187,31.2175,5.0,1.0,5.0,5.0,3.0,5.0,332.47,True,3,3.0,9,False,False,False
The Cat Gallery: A Whimsical One-Room Art Retreat,29.9572,31.2609,4.93,14.0,4.93,4.93,4.93,4.93,33.95,True,1,1.0,80,False,False,False
Spacious 3 bedrooms apartment in mivida compound,30.005,31.5319,5.0,1.0,5.0,5.0,5.0,5.0,298.22,True,3,3.0,62,False,False,False
Cozy stay in downtown!,30.050492073695292,31.23591876908393,4.78,37.0,4.73,4.54,4.68,4.86,36.09,True,2,1.0,22,False,False,False
Cairo Stays Hotel - Double Room,30.0355,31.4415,5.0,5.0,5.0,5.0,5.0,5.0,32.78,True,1,1.0,207,True,True,False
Villa for rent in Madinaty,30.10122,31.62527,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,485.89,False,3,3.0,34,False,True,False
hotel watches the pyramids,29.9835,31.1464,4.97,34.0,5.0,5.0,5.0,4.88,34.84,True,1,1.0,68,False,False,False
Soul Escape Double Suite |Dream Inn Pyramids View,29.9873,31.1343,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,39.78,False,1,1.0,160,False,False,True
Family Pyramids Studio - Free Break Fast RoofTop,29.97817,31.14716,5.0,2.0,5.0,4.0,5.0,5.0,33.02,True,1,1.0,155,False,False,True
"Azure 201 Studio | Pool, Garden & Roof - New Cairo",30.0534,31.4193,5.0,25.0,5.0,5.0,5.0,4.88,36.2,True,1,1.0,206,True,True,False
Elite Pyramids & Gem View,29.99881012272161,31.118150681216367,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,45.47,False,1,1.0,27,False,True,False
Green View Room • Cozy Stay in the Heart of Cairo,30.0356,31.2308,4.95,39.0,4.9,4.74,4.92,4.97,33.95,True,3,1.0,712,True,False,False
"VESTA Oriana Villas – 4BR, Cairo Festival City",30.0348,31.4122,4.64,22.0,4.77,4.68,4.45,4.82,439.53,True,4,3.5,304,True,False,False
Deluxe double room in galaxy hostel,30.0438,31.24,5.0,5.0,5.0,5.0,5.0,5.0,31.11,True,3,1.0,21,False,False,False
Cairo Stays Hotel - Double Room,30.0355,31.4415,4.9,10.0,4.7,5.0,4.9,4.7,32.31,True,1,1.0,207,True,True,False
The Rooftop boutique apartment 16D,30.10735,31.33251,4.75,8.0,5.0,4.5,4.75,4.75,37.58,True,0,1.0,9,False,False,False
Unknown,30.05074,31.23186,4.69,39.0,4.77,4.69,4.69,4.67,38.0,True,1,1.0,1,False,False,False
A room in horse farm with pyramid view and spa,29.9679,31.1437,5.0,30.0,4.97,4.9,4.97,4.77,37.69,True,3,1.0,1121,True,False,True
Lotus signature hotel 604,29.9843,31.1459,4.9,10.0,4.9,5.0,4.9,4.9,36.7,True,1,1.0,75,False,False,False
Smart Tiny Home Studio – Boho Vibes in Zamalek,30.0659,31.22,5.0,2.0,5.0,5.0,5.0,5.0,37.12,True,1,1.0,484,False,False,False
Beautiful DBL Room (Breakfast).,30.04343,31.24038,4.96,24.0,5.0,4.92,4.92,4.88,35.13,True,1,1.0,169,True,False,False
Villa with a private pool @Allgeria Beverly 5 room,30.0707,30.9469,5.0,1.0,5.0,5.0,5.0,5.0,450.77,True,5,6.0,57,False,True,False
Unknown,29.984822229755597,31.15036759155017,4.73,49.0,4.69,4.45,4.86,4.59,35.13,True,3,2.0,1,False,False,False
Luxury apartment with elegant finishing and exceptional experience,30.08958,31.34288,5.0,1.0,5.0,5.0,5.0,4.0,286.85,True,3,1.0,30,False,False,False
Stylish Villa @ Mivida Emaar,30.0167,31.5356,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,200.21,False,4,2.5,14,False,False,False
Arabia studio @sunlit rustic horizon home,30.0493507099461,31.23533170262072,4.97,32.0,4.84,4.91,4.91,4.88,35.59,True,1,1.0,591,True,False,False
Stylish 2-Bedroom Apartment | Silver Palm,30.048,31.4764,5.0,16.0,4.88,4.75,4.81,4.81,109.0,True,2,2.0,492,True,True,False
Walnut Apt. - 2br in the heat of Cairo - Zamalek,30.065117565484712,31.221780481207304,4.95,59.0,4.9,4.8,4.86,4.97,111.0,True,2,1.5,181,True,False,False
Hilton Maadi Hotel Apartment 3 Rooms Nile Corniche 4,29.9862,31.2299,5.0,2.0,5.0,5.0,5.0,5.0,298.56,True,3,4.0,132,True,False,True
Nile Inn 605- Cozy Studio Steps Away From the Nile,30.04089,31.21809,4.96,46.0,4.98,4.89,4.96,4.91,36.53,True,1,1.0,85,False,False,False
Spacious Luxury Apartment - Near CFC Mall,30.02405201576172,31.42004244273216,4.99,72.0,4.99,5.0,4.93,4.92,124.21,True,4,2.5,74,False,False,False
Unknown,30.0025,30.9456,4.92,39.0,4.95,4.9,4.95,4.54,113.0,True,3,2.0,1,False,False,False
